gate,threshold,confirm_chunks,valid_chunks,valid_hours,station_day_equivalent,over_threshold_chunks,artifact_gated_valid_chunks,alarm_episodes,interval_count,over_threshold_rate_percent,artifact_gated_valid_rate_percent,false_alerts_per_hour,false_alerts_per_station_day
none,0.55,1,2217980,308.0527777777778,12.835532407407406,1462,0,1351,11,0.06591583332581899,0.0,4.385612133562971,105.25469120551134
none,0.55,2,2217980,308.0527777777778,12.835532407407406,1462,0,107,11,0.06591583332581899,0.0,0.3473430779357794,8.336233870458706
none,0.55,3,2217980,308.0527777777778,12.835532407407406,1462,0,3,11,0.06591583332581899,0.0,0.009738590970162038,0.23372618328388897
peak12_width2,0.55,1,2217980,308.0527777777778,12.835532407407406,1462,43,1351,11,0.06591583332581899,0.0019387009801711467,4.385612133562971,105.25469120551134
peak12_width2,0.55,2,2217980,308.0527777777778,12.835532407407406,1462,43,107,11,0.06591583332581899,0.0019387009801711467,0.3473430779357794,8.336233870458706
peak12_width2,0.55,3,2217980,308.0527777777778,12.835532407407406,1462,43,3,11,0.06591583332581899,0.0019387009801711467,0.009738590970162038,0.23372618328388897
peak12_width8,0.55,1,2217980,308.0527777777778,12.835532407407406,1450,471,1343,11,0.06537480049414332,0.02123553864327,4.359642557642539,104.63142138342096
peak12_width8,0.55,2,2217980,308.0527777777778,12.835532407407406,1450,471,103,11,0.06537480049414332,0.02123553864327,0.3343582899755633,8.02459895941352
peak12_width8,0.55,3,2217980,308.0527777777778,12.835532407407406,1450,471,3,11,0.06537480049414332,0.02123553864327,0.009738590970162038,0.23372618328388897
