trace_name,chunk_idx,time_rel_sec,probability,packet_rms,cumulative_rms,zne_mean,embedding_delta_norm,p_chunk,threshold,confirm_chunks,trigger_start_chunk,trigger_available_chunk
IWT0160112022202,93,32.86,1.0928467e-05,4.430941936122792,11.236441181319348,0.27084171772003174,1.6888908698688727,27,0.55,2,27,28
IWT0160112022202,94,33.36,1.0230591e-05,4.155343989548297,11.185273336550923,0.28914251923561096,1.791232367100245,27,0.55,2,27,28
IWT0160112022202,95,33.86,9.180093e-06,4.267296042657602,11.135384703158644,0.12968795001506805,1.8625947128443379,27,0.55,2,27,28
IWT0160112022202,96,34.36,1.1151898e-05,4.735549939375394,11.088267000406244,0.2657417356967926,3.4826275835672678,27,0.55,2,27,28
IWT0160112022202,97,34.86,9.059344e-06,4.264774181213405,11.039957950059328,0.1936425268650055,4.26203185362816,27,0.55,2,27,28
IWT0160112022202,98,35.36,1.0207426e-05,4.180333862721568,10.992091280898775,0.3300304412841797,3.860666870598621,27,0.55,2,27,28
IWT0160112022202,99,35.86,9.233556e-06,3.8877321674786773,10.943900339202438,0.3409026861190796,1.5556991720010642,27,0.55,2,27,28
IWT0160112022202,100,36.36,9.258562e-06,4.458332047045413,10.898620217911516,0.3053669333457947,1.0149424714551807,27,0.55,2,27,28
IWT0160112022202,101,36.86,9.528202e-06,4.170189127167324,10.852921656617731,0.28300750255584717,1.7435647910840413,27,0.55,2,27,28
IWT0160112022202,102,37.36,9.93932e-06,4.435791137950583,10.808949415218326,0.2987414002418518,1.6809635455788963,27,0.55,2,27,28
IWT0160112022202,103,37.86,1.0604234e-05,4.223403246657244,10.764827003612353,0.19547437131404877,2.040726343062406,27,0.55,2,27,28
IWT0160112022202,104,38.36,8.683687e-06,3.4669365732152824,10.718784442740686,0.3660810589790344,4.436160095436272,27,0.55,2,27,28
IWT0160112022202,105,38.86,8.9224495e-06,3.2593839723197946,10.672800589349798,0.2682160437107086,2.0626019176759134,27,0.55,2,27,28
IWT0160112022202,106,39.36,8.505521e-06,2.9244351438532683,10.626572054094957,0.251485139131546,1.0807175290691058,27,0.55,2,27,28
IWT0160112022202,107,39.86,8.00438e-06,2.9263523296355847,10.581008115255221,0.22693246603012085,3.346984317997858,27,0.55,2,27,28
IWT0160112022202,108,40.36,8.401853e-06,2.887380765646108,10.53598991620917,0.3096241354942322,2.4559937706760895,27,0.55,2,27,28
IWT0160112022202,109,40.86,7.681452e-06,2.3058103690542024,10.49029372347874,0.3366817533969879,3.0382815377470815,27,0.55,2,27,28
IWT0160112022202,110,41.36,9.767485e-06,3.403487316317894,10.447928623729512,0.44351813197135925,5.811609599442185,27,0.55,2,27,28
IWT0160112022202,111,41.86,7.916093e-06,3.263618883948719,10.405752100343658,0.32330191135406494,6.4006680277918,27,0.55,2,27,28
IWT0160112022202,112,42.36,8.660919e-06,3.086599111292356,10.363675029290754,0.3243950307369232,5.325675982278981,27,0.55,2,27,28
IWT0160112022202,113,42.86,8.190634e-06,2.4132098650388656,10.32059534976649,0.2162279337644577,2.708532586920628,27,0.55,2,27,28
IWT0160112022202,114,43.36,7.819959e-06,2.108890027452621,10.277506841870858,0.34498047828674316,0.8683557535910698,27,0.55,2,27,28
IWT0160112022202,115,43.86,8.161589e-06,2.2687761066482803,10.235279268111425,0.23968663811683655,2.526059510672528,27,0.55,2,27,28
IWT0160112022202,116,44.36,8.644539e-06,2.9666408908437742,10.195134667914237,0.4577271342277527,1.4389315180465068,27,0.55,2,27,28
IWT0160112022202,117,44.86,7.622111e-06,3.52689698461802,10.15703363095366,0.141542449593544,5.24450917424248,27,0.55,2,27,28
IWT0160112022202,118,45.36,7.5274297e-06,2.356247966100381,10.116573099387958,0.569908618927002,3.4447160888990176,27,0.55,2,27,28
IWT0160112022202,119,45.86,7.420198e-06,2.8712915668023413,10.07774173489012,0.26521262526512146,1.6031682512172831,27,0.55,2,27,28
IWT0160112022202,120,46.36,7.3957676e-06,3.1237511595921785,10.040028661480191,0.12333894520998001,1.925318595121616,27,0.55,2,27,28
IWT0160112022202,121,46.86,8.813279e-06,2.0471167297998143,10.000513890578617,0.6380806565284729,4.916792636799658,27,0.55,2,27,28
IWT0160112022202,122,47.36,7.732062e-06,2.323043881910513,9.96198075861516,0.2981356382369995,2.7510948355141234,27,0.55,2,27,28
IWT0160112022202,123,47.86,7.0621695e-06,2.2862503860557193,9.923854203356482,0.24523574113845825,4.389339220823997,27,0.55,2,27,28
IWT0160112022202,124,48.36,7.3851324e-06,2.0799727358859292,9.885829731698626,0.14795860648155212,2.8601822326374644,27,0.55,2,27,28
IWT0160112022202,125,48.86,6.8801137e-06,2.3466933661058613,9.848741219732936,0.16134151816368103,1.995937441376039,27,0.55,2,27,28
IWT0160112022202,126,49.36,7.4175164e-06,1.9209738505828866,9.811370872216324,0.3932590186595917,3.105114680808187,27,0.55,2,27,28
IWT0160112022202,127,49.86,6.752255e-06,2.016140220278447,9.774594627621568,0.25404465198516846,3.7248994333739134,27,0.55,2,27,28
IWT0160112022202,128,50.36,6.6998236e-06,1.9768612840662552,9.738190461824974,0.4101938009262085,1.7682296733514218,27,0.55,2,27,28
IWT0160112022202,129,50.86,7.1803015e-06,2.269262604883319,9.702705075033457,0.16133415699005127,2.210154569006946,27,0.55,2,27,28
IWT0160112022202,130,51.36,6.6899024e-06,1.8517725576516408,9.666954892121037,0.19164277613162994,3.2867901531254735,27,0.55,2,27,28
IWT0160112022202,131,51.86,6.5984136e-06,2.1521974198372753,9.63208974062806,0.2867662310600281,1.3340626870602368,27,0.55,2,27,28
IWT0160112022202,132,52.36,6.8970826e-06,2.117732930063709,9.597567423082884,0.20779377222061157,1.940075759896034,27,0.55,2,27,28
IWT0160112022202,133,52.86,6.563663e-06,2.0069531708767885,9.563260239853882,0.20809997618198395,1.156369124794071,27,0.55,2,27,28
IWT0160112022202,134,53.36,6.650394e-06,1.384066925147262,9.52851955423572,0.35008278489112854,1.7858581927061603,27,0.55,2,27,28
IWT0160112022202,135,53.86,6.691842e-06,1.441610802294699,9.494228394828719,0.34657973051071167,1.497896763423866,27,0.55,2,27,28
IWT0160112022202,136,54.36,6.2931426e-06,1.4033380019593384,9.460274243389541,0.36676082015037537,5.1113497664323475,27,0.55,2,27,28
IWT0160112022202,137,54.86,6.12883e-06,1.6341687925148296,9.426962013820319,0.3515205383300781,1.9585995459075514,27,0.55,2,27,28
IWT0160112022202,138,55.36,6.6426037e-06,1.4837388985373465,9.393833906330068,0.3485146462917328,4.837739193672872,27,0.55,2,27,28
IWT0160112022202,139,55.86,6.183482e-06,1.5283969993233637,9.361115641039543,0.22771167755126953,5.315611793969829,27,0.55,2,27,28
IWT0160112022202,140,56.36,6.3384246e-06,1.6899242299170174,9.328946749133207,0.350065678358078,2.7745478028241837,27,0.55,2,27,28
IWT0160112022202,141,56.86,6.3335365e-06,1.6688472438333968,9.297095162466576,0.31599530577659607,1.0787449418867177,27,0.55,2,27,28
IWT0160112022202,142,57.36,6.073983e-06,1.6139245074036774,9.265513807085906,0.276432603597641,2.3867931169729015,27,0.55,2,27,28
IWT0160112022202,143,57.86,6.093745e-06,1.3405169114632003,9.23396157580648,0.32366451621055603,1.8826839564125109,27,0.55,2,27,28
IWT0160112022202,144,58.36,6.5453914e-06,1.4067804043170193,9.202806809591308,0.1962423175573349,3.065483871803005,27,0.55,2,27,28
IWT0160112022202,145,58.86,6.2317476e-06,1.2991880888114304,9.171866453818645,0.2516593635082245,1.8899506743229972,27,0.55,2,27,28
IWT0160112022202,146,59.36,6.2324257e-06,1.2444862036115858,9.141192685519098,0.382921040058136,1.6628450036141595,27,0.55,2,27,28
IWT0160112022202,147,59.86,6.260686e-06,1.4628979089623162,9.111051507320456,0.3712022304534912,1.4135202777660616,27,0.55,2,27,28
IWT0160112022202,148,60.36,6.0505918e-06,1.3953744090497275,9.081145555697272,0.2874436676502228,2.4003732088884857,27,0.55,2,27,28
IWT0160112022202,149,60.86,6.267514e-06,1.2278924246045202,9.05137971279027,0.28836554288864136,3.074075410235099,27,0.55,2,27,28
IWT0160112022202,150,61.36,6.2183194e-06,1.3912066712912146,9.022068844609887,0.19449958205223083,0.9087252313494129,27,0.55,2,27,28
IWT0160112022202,151,61.86,6.113174e-06,0.9148272781600146,8.992648156132072,0.3870762288570404,2.7342560458259326,27,0.55,2,27,28
IWT0160112022202,152,62.36,5.9304066e-06,1.1380635056844512,8.963684451687087,0.4049975275993347,1.4546727824197865,27,0.55,2,27,28
IWT0160112022202,153,62.86,6.4079427e-06,1.2233400499998384,8.935078005364009,0.1797875463962555,3.389759088574934,27,0.55,2,27,28
IWT0160112022202,154,63.36,6.015713e-06,0.9884695801499775,8.906562420122913,0.2516323924064636,3.161292801606128,27,0.55,2,27,28
IWT0160112022202,155,63.86,5.950626e-06,1.2313154320980044,8.878517190366534,0.24865981936454773,0.7559953122753434,27,0.55,2,27,28
IWT0160112022202,156,64.36,6.1647643e-06,1.0093722187919891,8.85056310498265,0.2742389738559723,1.6005038666526534,27,0.55,2,27,28
IWT0160112022202,157,64.86,5.713229e-06,0.9326906050167003,8.822822560643814,0.20118393003940582,2.1247097834668796,27,0.55,2,27,28
IWT0160112022202,158,65.36,6.2002114e-06,1.0592306653440333,8.795435223868736,0.43362942337989807,3.749220477701682,27,0.55,2,27,28
IWT0160112022202,159,65.86,5.8269675e-06,1.233802024865427,8.7684489474417,0.2040054351091385,2.3599336826134283,27,0.55,2,27,28
IWT0160112022202,160,66.36,6.021683e-06,1.0393888422829027,8.741559137261305,0.5084517598152161,1.1191664032117634,27,0.55,2,27,28
IWT0160112022202,161,66.86,5.8135734e-06,0.7866818968340712,8.71475643278024,0.3771402835845947,1.3210813462056674,27,0.55,2,27,28
IWT0160112022202,162,67.36,5.9011095e-06,0.856788596026452,8.688242105936576,0.16531281173229218,1.7065089878027169,27,0.55,2,27,28
IWT0160112022202,163,67.86,5.895254e-06,1.050555215125601,8.662101524130783,0.21961629390716553,1.0247620572190297,27,0.55,2,27,28
IWT0160112022202,164,68.36,5.9075396e-06,1.2047029319650984,8.636322088505562,0.13601766526699066,1.069955830852162,27,0.55,2,27,28
IWT0160112022202,165,68.86,5.7901193e-06,1.0915384647779436,8.610686561115823,0.13804246485233307,1.2460851668919595,27,0.55,2,27,28
IWT0160112022202,166,69.36,5.627245e-06,0.8458328633470238,8.585116859889904,0.22128832340240479,1.5128065551487493,27,0.55,2,27,28
IWT0160112022202,167,69.86,5.5180262e-06,0.9105360138765303,8.559816049979192,0.2871515154838562,1.3292538512328882,27,0.55,2,27,28
IWT0160112022202,168,70.36,5.616249e-06,0.8358341620716613,8.534695758188938,0.22920842468738556,1.1046357714147128,27,0.55,2,27,28
IWT0160112022202,169,70.86,5.6480844e-06,0.8155773490883921,8.509786587892824,0.30194008350372314,1.7507703203410174,27,0.55,2,27,28
IWT0160112022202,170,71.36,5.564392e-06,0.8623437576325382,8.485123947758153,0.34159228205680847,1.359997481719075,27,0.55,2,27,28
IWT0160112022202,171,71.86,5.8075616e-06,1.115508519988524,8.460849480815314,0.19979345798492432,1.8071363384705916,27,0.55,2,27,28
IWT0160112022202,172,72.36,6.1911946e-06,1.0006205131544679,8.436703722589787,0.1306670606136322,1.6959177906728433,27,0.55,2,27,28
IWT0160112022202,173,72.86,5.394892e-06,0.7968723285123247,8.412642294089736,0.300692081451416,4.386813101407473,27,0.55,2,27,28
IWT0160112022202,174,73.36,5.533366e-06,0.8975816708609682,8.388846137901158,0.26577118039131165,2.726594924762922,27,0.55,2,27,28
IWT0160112022202,175,73.86,5.789429e-06,0.6900170352173746,8.365141939121482,0.2656431496143341,2.1941568104167457,27,0.55,2,27,28
IWT0160112022202,176,74.36,5.6247345e-06,0.9574222155627302,8.341788545957943,0.21210241317749023,2.149699223325914,27,0.55,2,27,28
IWT0160112022202,177,74.86,5.7093343e-06,0.7514920919813788,8.318514256019727,0.2656658887863159,1.0871152874620964,27,0.55,2,27,28
IWT0160112022202,178,75.36,5.7227553e-06,0.794317918459575,8.295458096014459,0.0958515852689743,1.58059209483998,27,0.55,2,27,28
IWT0160112022202,179,75.86,5.596072e-06,0.6563689143834838,8.272527727101973,0.21858161687850952,2.4021497120021116,27,0.55,2,27,28
IWT0160112022202,180,76.36,5.9127647e-06,0.6608061655551654,8.249790007040897,0.18644985556602478,2.436268743942058,27,0.55,2,27,28
IWT0160112022202,181,76.86,5.746452e-06,0.8681023736802992,8.227346175194386,0.19546106457710266,1.226238581132273,27,0.55,2,27,28
IWT0160112022202,182,77.36,5.5810315e-06,0.6825317823238339,8.204991422117265,0.31203824281692505,1.1385027368971161,27,0.55,2,27,28
IWT0160112022202,183,77.86,5.5692763e-06,0.7705370040325579,8.18286204271147,0.18050876259803772,0.7452579939428653,27,0.55,2,27,28
IWT0160112022202,184,78.36,5.878412e-06,0.8289596699604385,8.16094381027735,0.3450019955635071,3.172899120019404,27,0.55,2,27,28
IWT0160112022202,185,78.86,5.6824624e-06,0.8110984782389992,8.139193507616941,0.34999004006385803,1.278472311472254,27,0.55,2,27,28
IWT0160112022202,186,79.36,5.649911e-06,0.6209966225324342,8.117528809950334,0.38369011878967285,1.4714977656270294,27,0.55,2,27,28
IWT0160112022202,187,79.86,5.7853727e-06,0.707916035196714,8.096075480658845,0.1457488089799881,2.2180439293146463,27,0.55,2,27,28
IWT0160112022202,188,80.36,5.7245347e-06,0.6413848863229031,8.074763663557125,0.1039901077747345,0.5482599841241617,27,0.55,2,27,28
IWT0160112022202,189,80.86,5.3194444e-06,0.5344784789895396,8.053579596826452,0.32590508460998535,3.262766499512608,27,0.55,2,27,28
IWT0160112022202,190,81.36,5.538049e-06,0.6723621843353786,8.032616589776904,0.3088177442550659,2.9424625441159558,27,0.55,2,27,28
IWT0160112022202,191,81.86,5.4520024e-06,0.6121638682554805,8.011792817455675,0.2627106010913849,1.54989002643036,27,0.55,2,27,28
IWT0160112022202,192,82.36,5.617326e-06,0.6021932081083796,7.991127487105398,0.12766294181346893,2.284791370965265,27,0.55,2,27,28
