scenario,station_code,segment_id,trace_name,event_name,relative_chunk,local_chunk,injection_chunk,prob,is_injection_chunk,is_post_injection_2pkt
impulse_x20,AKT004,235,AKT0040112022202,112022202,-5,5,10,0.0327252745628356,False,False
impulse_x20,AKT004,235,AKT0040112022202,112022202,-4,6,10,0.0385614447295665,False,False
impulse_x20,AKT004,235,AKT0040112022202,112022202,-3,7,10,0.0386562496423721,False,False
impulse_x20,AKT004,235,AKT0040112022202,112022202,-2,8,10,0.0414551086723804,False,False
impulse_x20,AKT004,235,AKT0040112022202,112022202,-1,9,10,0.0406933166086673,False,False
impulse_x20,AKT004,235,AKT0040112022202,112022202,0,10,10,0.0431990586221218,True,True
impulse_x20,AKT004,235,AKT0040112022202,112022202,1,11,10,0.0384020470082759,False,True
impulse_x20,AKT004,235,AKT0040112022202,112022202,2,12,10,0.0376169048249721,False,False
impulse_x20,AKT004,235,AKT0040112022202,112022202,3,13,10,0.032402466982603,False,False
impulse_x20,AKT004,235,AKT0040112022202,112022202,4,14,10,0.0355174429714679,False,False
impulse_x20,AKT004,235,AKT0040112022202,112022202,5,15,10,0.0297071393579244,False,False
impulse_x20,AKT004,235,AKT0040112022202,112022202,6,16,10,0.026634681969881,False,False
impulse_x20,AKT004,235,AKT0040112022202,112022202,7,17,10,0.0246613789349794,False,False
impulse_x20,AKT004,235,AKT0040112022202,112022202,8,18,10,0.0265307761728763,False,False
impulse_x20,AKT004,235,AKT0040112022202,112022202,9,19,10,0.0244445949792861,False,False
impulse_x20,AKT011,48,AKT0110412302229,412302229,-1,2,3,0.003776520024985,False,False
